division,match_id,match_number,team_id,team,player_id,player_name,nationality,jersey_no,position,minutes_played,starter,captain,attacking_offloads,attacking_line_breaks,attacking_defenders_beaten,attacking_points,attacking_try_assists,attacking_tries,defence_discipline_tackles,defence_discipline_turnovers_won,defence_discipline_yellow_cards,defence_discipline_red_cards,defence_discipline_handling_errors,defence_discipline_knock_ons,defence_discipline_missed_tackles,defence_discipline_turnovers_conceded,defence_discipline_penalties_conceded,kicking_conversions,kicking_penalty_goals,other_dropped_goals,other_missed_conversions,other_tackle_success,other_lineouts_won,other_total_lineouts,other_penalty_conceded_offside
Women,165,10,59,Mumbai Dreamers,1673,Hupi Majhi,India,7,Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,165,10,59,Mumbai Dreamers,1674,Bhumika Shukla,India,5,Centre,46,1,0,0,2,8,7,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
Women,165,10,59,Mumbai Dreamers,1686,Patience Mokane,South Africa,3,Back,21,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Women,165,10,59,Mumbai Dreamers,2676,Chanel Crizzle,India,9,Forward,31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Women,165,10,59,Mumbai Dreamers,2677,Maria Tshiremba,South Africa,11,Back,49,1,0,0,1,5,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Women,165,10,58,Delhi Redz,73,Lavena Cavuru,Fiji,67,Back,49,1,0,3,2,3,11,0,1,3,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0
Women,165,10,58,Delhi Redz,1633,Zintle Mpupha,South Africa,6,Back,21,0,0,0,2,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,165,10,58,Delhi Redz,1634,Saloni Kumari,India,5,Centre,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,165,10,58,Delhi Redz,1635,Guriya Kumari,India,3,Scrumhalf,31,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Women,165,10,58,Delhi Redz,1636,Rima Oraon,India,4,Flyhalf,29,1,0,1,1,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0
Women,165,10,58,Delhi Redz,1658,Camilla Carvalho,Brazil,77,Forward,49,1,0,2,0,0,0,0,0,7,1,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0
Women,165,10,58,Delhi Redz,1659,Isadora Lopes,Brazil,13,Back,32,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Women,165,10,58,Delhi Redz,1660,Silika Qalo,Fiji,88,Back,2,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,165,10,58,Delhi Redz,1661,Eden Kilgour,Canada,14,Back,46,1,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Women,165,10,58,Delhi Redz,1663,Dumuni Marndi,India,15,Scrumhalf,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,165,10,58,Delhi Redz,1664,Shikha Yadav,India,26,Forward,49,1,0,3,0,2,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0
Women,165,10,58,Delhi Redz,1665,Vaishnavi Patil,India,9,Prop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,166,11,59,Mumbai Dreamers,1645,Abigail Brown,United Kingdom,2,Back,17,0,0,1,1,2,7,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
Women,166,11,59,Mumbai Dreamers,1646,Grace Okulu,Kenya,10,Back,27,0,0,1,1,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,166,11,59,Mumbai Dreamers,1647,Marianela Escalente,,12,Back,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,166,11,59,Mumbai Dreamers,1648,Sunita Hansdah,India,6,Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,166,11,59,Mumbai Dreamers,1649,Lachmi Oraon,India,20,Prop,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,166,11,59,Mumbai Dreamers,1650,Mama Naik,India,8,Centre,43,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Women,166,11,59,Mumbai Dreamers,1651,Arti Kumari,,1,Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,166,11,59,Mumbai Dreamers,1670,Abril Ruiz,Spain,13,Back,30,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Women,166,11,59,Mumbai Dreamers,1672,Yasmim Soares,Brazil,22,Back,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,166,11,59,Mumbai Dreamers,1673,Hupi Majhi,India,7,Centre,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,166,11,59,Mumbai Dreamers,1674,Bhumika Shukla,India,5,Centre,35,1,1,2,2,5,7,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
Women,166,11,59,Mumbai Dreamers,1686,Patience Mokane,South Africa,3,Back,25,1,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0
Women,166,11,59,Mumbai Dreamers,2676,Chanel Crizzle,India,9,Forward,30,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Women,166,11,59,Mumbai Dreamers,2677,Maria Tshiremba,South Africa,11,Back,43,1,0,0,2,6,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Women,166,11,56,Chennai Bulls,1624,Sheilla Chajira,Kenya,3,Forward,20,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0
Women,166,11,56,Chennai Bulls,1625,Chantelle Miell,United Kingdom,17,Forward,23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,166,11,56,Chennai Bulls,1628,Muskan Piploda,India,7,Wing,43,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,166,11,56,Chennai Bulls,1629,Sapna Kumari,India,2,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,166,11,56,Chennai Bulls,1630,Sandhyarani Tudu,India,11,Centre,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,166,11,56,Chennai Bulls,1631,Amandeep Kaur,India,9,Prop,43,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,166,11,56,Chennai Bulls,1655,Larah Wright,Canada,47,Back,23,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,166,11,56,Chennai Bulls,1656,Carmen Izyk,Canada,8,Back,43,1,0,0,1,2,5,1,1,3,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0
Women,166,11,56,Chennai Bulls,1657,Sandhya Rai,,10,Flyhalf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,166,11,56,Chennai Bulls,1682,Adia Pye,Canada,21,Back,20,0,0,0,1,4,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Women,166,11,56,Chennai Bulls,1683,Savannah Bauder,Canada,5,Fly Half,43,1,0,1,3,12,19,0,3,3,2,0,0,1,1,0,0,0,2,0,0,2,3,0,0,0
Women,166,11,56,Chennai Bulls,1684,Priyanka R,India,6,Fly Half,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,166,11,56,Chennai Bulls,2679,Jyothi Yellamma,India,1,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,167,12,57,Kolkata Banga Tigers,1637,Ronja Hinterding,Germany,4,Back,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Women,167,12,57,Kolkata Banga Tigers,1639,Sarah Gossman,Germany,8,Forward,20,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Women,167,12,57,Kolkata Banga Tigers,1640,Shiniqwa Lamprecht,South Africa,6,Back,30,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Women,167,12,57,Kolkata Banga Tigers,1641,Sofia Gonzalez,Argentina,11,Back,37,1,0,0,2,11,12,0,2,2,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0
Women,167,12,57,Kolkata Banga Tigers,1642,Parbati Hansdah,,9,Scrumhalf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,167,12,57,Kolkata Banga Tigers,1643,Kyra Vincent,India,7,Wing,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,167,12,57,Kolkata Banga Tigers,1644,Gomti Thakur,India,1,Centre,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,167,12,57,Kolkata Banga Tigers,1666,Nia Imani Toliver,United States of America,28,Back,32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,167,12,57,Kolkata Banga Tigers,1667,Kalyani Patil,India,16,Wing,31,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Women,167,12,57,Kolkata Banga Tigers,1668,Nirmalya Rout,India,12,Flyhalf,32,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Women,167,12,57,Kolkata Banga Tigers,1669,Ujjwala Ghuge,India,2,Forward,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,167,12,57,Kolkata Banga Tigers,2675,Pornnapa Nartsopha,Thailand,20,BACK,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,167,12,57,Kolkata Banga Tigers,2678,Mahak,India,24,Wing,23,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Women,167,12,58,Delhi Redz,73,Lavena Cavuru,Fiji,67,Back,32,1,1,3,4,12,9,1,1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
Women,167,12,58,Delhi Redz,1633,Zintle Mpupha,South Africa,6,Back,32,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Women,167,12,58,Delhi Redz,1634,Saloni Kumari,India,5,Centre,33,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,167,12,58,Delhi Redz,1635,Guriya Kumari,India,3,Scrumhalf,20,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0
Women,167,12,58,Delhi Redz,1636,Rima Oraon,India,4,Flyhalf,20,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,167,12,58,Delhi Redz,1658,Camilla Carvalho,Brazil,77,Forward,10,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Women,167,12,58,Delhi Redz,1659,Isadora Lopes,Brazil,13,Back,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,167,12,58,Delhi Redz,1660,Silika Qalo,Fiji,88,Back,34,1,0,1,1,4,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Women,167,12,58,Delhi Redz,1661,Eden Kilgour,Canada,14,Back,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,167,12,58,Delhi Redz,1663,Dumuni Marndi,India,15,Scrumhalf,23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,167,12,58,Delhi Redz,1664,Shikha Yadav,India,26,Forward,20,0,0,1,3,9,10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,167,12,58,Delhi Redz,1665,Vaishnavi Patil,India,9,Prop,23,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Women,168,13,58,Delhi Redz,73,Lavena Cavuru,Fiji,67,Back,44,1,0,2,0,0,6,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0
Women,168,13,58,Delhi Redz,1633,Zintle Mpupha,South Africa,6,Back,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,168,13,58,Delhi Redz,1634,Saloni Kumari,India,5,Centre,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,168,13,58,Delhi Redz,1635,Guriya Kumari,India,3,Scrumhalf,34,1,0,5,0,0,0,1,0,3,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0
Women,168,13,58,Delhi Redz,1636,Rima Oraon,India,4,Flyhalf,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,168,13,58,Delhi Redz,1658,Camilla Carvalho,Brazil,77,Forward,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,168,13,58,Delhi Redz,1659,Isadora Lopes,Brazil,13,Back,39,0,0,0,1,6,5,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Women,168,13,58,Delhi Redz,1660,Silika Qalo,Fiji,88,Back,35,1,0,0,2,8,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Women,168,13,58,Delhi Redz,1661,Eden Kilgour,Canada,14,Back,34,1,1,1,1,0,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Women,168,13,58,Delhi Redz,1663,Dumuni Marndi,India,15,Scrumhalf,9,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,168,13,58,Delhi Redz,1664,Shikha Yadav,India,26,Forward,34,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Women,168,13,58,Delhi Redz,1665,Vaishnavi Patil,India,9,Prop,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1637,Ronja Hinterding,Germany,4,Back,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1639,Sarah Gossman,Germany,8,Forward,44,1,0,1,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1640,Shiniqwa Lamprecht,South Africa,6,Back,44,1,1,1,0,3,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1641,Sofia Gonzalez,Argentina,11,Back,44,1,0,1,1,7,9,0,1,2,0,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1642,Parbati Hansdah,,9,Scrumhalf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1643,Kyra Vincent,India,7,Wing,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1644,Gomti Thakur,India,1,Centre,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1666,Nia Imani Toliver,United States of America,28,Back,34,1,0,3,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1667,Kalyani Patil,India,16,Wing,29,1,0,2,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1668,Nirmalya Rout,India,12,Flyhalf,35,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1669,Ujjwala Ghuge,India,2,Forward,36,1,0,0,1,4,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,168,13,57,Kolkata Banga Tigers,2675,Pornnapa Nartsopha,Thailand,20,BACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,168,13,57,Kolkata Banga Tigers,2678,Mahak,India,24,Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,169,14,56,Chennai Bulls,1624,Sheilla Chajira,Kenya,3,Forward,18,0,0,1,1,4,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Women,169,14,56,Chennai Bulls,1625,Chantelle Miell,United Kingdom,17,Forward,54,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,169,14,56,Chennai Bulls,1628,Muskan Piploda,India,7,Wing,58,1,0,1,1,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,169,14,56,Chennai Bulls,1629,Sapna Kumari,India,2,Forward,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,169,14,56,Chennai Bulls,1630,Sandhyarani Tudu,India,11,Centre,72,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Women,169,14,56,Chennai Bulls,1631,Amandeep Kaur,India,9,Prop,42,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Women,169,14,56,Chennai Bulls,1655,Larah Wright,Canada,47,Back,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,169,14,56,Chennai Bulls,1656,Carmen Izyk,Canada,8,Back,72,1,0,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Women,169,14,56,Chennai Bulls,1657,Sandhya Rai,,10,Flyhalf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,169,14,56,Chennai Bulls,1682,Adia Pye,Canada,21,Back,72,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
Women,169,14,56,Chennai Bulls,1683,Savannah Bauder,Canada,5,Fly Half,72,1,0,2,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
Women,169,14,56,Chennai Bulls,1684,Priyanka R,India,6,Fly Half,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,169,14,56,Chennai Bulls,2679,Jyothi Yellamma,India,1,Forward,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,169,14,58,Delhi Redz,73,Lavena Cavuru,Fiji,67,Back,72,1,0,1,1,4,7,1,1,5,0,1,0,1,1,0,0,0,1,0,0,3,5,0,0,0
Women,169,14,58,Delhi Redz,1633,Zintle Mpupha,South Africa,6,Back,35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Women,169,14,58,Delhi Redz,1634,Saloni Kumari,India,5,Centre,23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,169,14,58,Delhi Redz,1635,Guriya Kumari,India,3,Scrumhalf,42,1,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Women,169,14,58,Delhi Redz,1636,Rima Oraon,India,4,Flyhalf,48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,169,14,58,Delhi Redz,1658,Camilla Carvalho,Brazil,77,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,169,14,58,Delhi Redz,1659,Isadora Lopes,Brazil,13,Back,72,1,0,1,2,7,5,1,1,4,1,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0
Women,169,14,58,Delhi Redz,1660,Silika Qalo,Fiji,88,Back,67,1,0,0,1,4,5,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
Women,169,14,58,Delhi Redz,1661,Eden Kilgour,Canada,14,Back,42,1,1,0,2,0,5,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
Women,169,14,58,Delhi Redz,1663,Dumuni Marndi,India,15,Scrumhalf,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Women,169,14,58,Delhi Redz,1664,Shikha Yadav,India,26,Forward,48,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0
Women,169,14,58,Delhi Redz,1665,Vaishnavi Patil,India,9,Prop,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
